"";"nrow1";"nrow2";"size1";"size2";"lv_schema";"cos_schema";"lv_tab";"cos_tab";"col1";"col2";"dist_nrow";"dist_lastused";"dist_size";"decisao"
"2638";35;0;2048;2048;8;0,487010823957423;18;0,674330526360535;18975;7908;24,7487373415292;0;0;0
"2639";0;0;2048;2048;0;0;17;0,574467751826505;11718;7908;0;3628800;0;0
"2640";1345023;0;63488;2048;7;0,419618999911991;17;0,599933867900681;11530;7908;951074,884151874;777600;43444,6406361015;0
"2641";93;0;2048;2048;9;0,589608659165938;18;0,36280690713569;3515;7908;65,7609306503489;172800;0;0
"2642";45;0;1024;2048;9;0,369106731855955;14;0,334871205431568;8561;7908;31,8198051533946;345600;724,077343935025;0
"2643";10;0;1024;2048;9;0,369106731855955;17;0,55145738642747;12351;7908;7,07106781186548;172800;724,077343935025;0
"2644";72539;0;61440;2048;7;0,419618999911991;17;0,462784690649746;58450;7908;51292,818800491;172800;41996,4859482314;0
"2645";24;0;2048;2048;8;0,487010823957423;19;0,34075221208164;13254;7908;16,9705627484771;0;0;0
"2646";475;0;1280;2048;9;0,369106731855955;17;0,515817973864958;16202;7908;335,87572106361;172800;543,058007951268;0
"2647";246857;0;23040;2048;0;0;21;0,521456032318525;11188;7908;174554,258683368;0;14843,585550668;0
"2648";0;0;1024;2048;10;0,770584266129438;17;0,537089950113724;5083;7908;0;89683200;724,077343935025;0
"2649";7;0;2048;2048;0;0;16;0,505128340694607;4438;7908;4,94974746830583;3628800;0;0
"2650";7;0;2048;2048;5;0,201976124878987;17;0,347283751920802;4073;7908;4,94974746830583;1209600;0;0
"2651";306;0;2048;2048;5;0,201976124878987;18;0,65763160599127;17785;7908;216,374675043084;0;0;0
"2652";54295;0;4096;2048;5;0,201976124878987;19;0,464971579020879;3399;7908;38392,3626845236;777600;1448,15468787005;0
"2653";5571;0;4608;2048;9;0,432225026042331;18;0,663183465145696;52332;7908;3939,29187799026;172800;1810,19335983756;0
"2654";1877;0;1280;2048;9;0,369106731855955;16;0,25769251104191;12849;7908;1327,23942828715;172800;543,058007951268;0
"2655";3764321;0;2683392;2048;9;0,589608659165938;16;0,217925699411999;1862;7908;2661776,90566293;86400;1895996,52509386;0
"2656";0;0;1024;2048;9;0,369106731855955;16;0,329306379952225;36513;7908;0;172800;724,077343935025;0
"2657";1;0;512;2048;9;0,770584266129438;17;0,482450830493234;10394;7908;0,707106781186548;89683200;1086,11601590254;0
"2658";4689;0;2560;2048;5;0,201976124878987;17;0,559041448155902;11175;7908;3315,62369698372;172800;362,038671967512;0
"2659";14582;0;30720;2048;9;0,369106731855955;17;0,17338738837137;16866;7908;10311,0310832622;0;20274,1656301807;0
"2660";6;0;2048;2048;9;0,589608659165938;18;0,613955983904276;501;7908;4,24264068711928;172800;0;0
"2661";0;0;2048;2048;9;0,589608659165938;14;0,15046966182938;3451;7908;0;172800;0;0
"2662";2;0;2048;2048;9;0,589608659165938;16;0,413647270144051;910;7908;1,4142135623731;345600;0;0
"2663";1416;0;2560;2048;5;0,201976124878987;17;0,192593806126828;17028;7908;1001,26320216015;172800;362,038671967512;0
"2664";0;0;2048;2048;8;0,487010823957423;17;0,554564596812626;9963;7908;0;10886400;0;0
"2665";364012064;0;34115584;2048;9;0,589608659165938;20;0,482328492902705;6485;7908;257395398,888112;10972800;24121912,6358514;0
"2666";15;0;2048;2048;8;0,487010823957423;17;0,290791856733025;22631;7908;10,6066017177982;0;0;0
"2667";57;0;2048;2048;9;0,589608659165938;17;0,65763160599127;5530;7908;40,3050865276332;345600;0;0
"2668";123454;0;11776;2048;5;0,201976124878987;16;0,46818397652169;7272;7908;87295,160564604;172800;6878,73476738273;0
"2669";7;0;2048;2048;9;0,589608659165938;16;0,362584905205253;585;7908;4,94974746830583;172800;0;0
"2670";516;0;2048;2048;5;0,201976124878987;19;0,521079255653841;18668;7908;364,867099092259;950400;0;0
"2671";2978;0;1280;2048;9;0,369106731855955;20;0,367905561648076;20145;7908;2105,76399437354;0;543,058007951268;0
"2672";19;0;2048;2048;9;0,589608659165938;17;0,575204604757127;1911;7908;13,4350288425444;172800;0;0
"2673";66812;0;7680;2048;9;0,589608659165938;16;0,295785283207644;6956;7908;47243,2182646356;0;3982,42539164264;0
"2674";947;0;1024;2048;8;0,487010823957423;23;0,302783311221604;39754;7908;669,63012178366;9936000;724,077343935025;0
"2675";1;0;1024;2048;8;0,487010823957423;17;0,338562172233852;64791;7908;0,707106781186548;10886400;724,077343935025;0
"2676";0;0;2048;2048;0;0;17;0,332936625969058;8400;7908;0;3628800;0;0
"2677";26;0;2048;2048;0;0;18;0,516506221584772;13626;7908;18,3847763108502;0;0;0
"2678";6621;0;2048;2048;0;0;18;0,57659510078003;5930;7908;4681,75399823613;0;0;0
"2679";0;0;4096;2048;8;0,487010823957423;18;0,452277442494834;13306;7908;0;10886400;1448,15468787005;0
"2680";72535;0;36096;2048;7;0,419618999911991;16;0,561749509910722;124580;7908;51289,9903733662;7084800;24075,5716858396;0
"2681";389802;0;86016;2048;5;0,201976124878987;20;0,49604736932103;35581;7908;275631,637520079;86400;59374,342202672;0
"2682";14920988;0;3585536;2048;9;0,589608659165938;16;0,504835949733022;5135;7908;10550731,7968031;172800;2533908,66510062;0
"2683";0;0;2048;2048;5;0,201976124878987;18;0,377377089188215;7248;7908;0;172800;0;0
"2684";0;0;1024;2048;10;0,770584266129438;17;0,691393300075816;5127;7908;0;89683200;724,077343935025;0
"2685";1263655463;0;85774336;2048;9;0,589608659165938;16;0,307157505657883;5663;7908;893539346,970726;1382400;60650166,4826855;0
"2686";178;0;1024;2048;9;0,369106731855955;17;0,533430525184157;19425;7908;125,865007051205;172800;724,077343935025;0
"2687";212525;0;77824;2048;9;0,589608659165938;21;0,559041448155902;28194;7908;150277,868671671;172800;53581,7234511918;0
"2688";0;0;1024;2048;7;0,419618999911991;16;0,613906328747328;48314;7908;0;22032000;724,077343935025;0
"2689";903;0;512;2048;9;0,369106731855955;19;0,445742903381338;15322;7908;638,517423411452;9676800;1086,11601590254;0
"2690";28;0;1024;2048;9;0,369106731855955;17;0,482067602621763;12066;7908;19,7989898732233;0;724,077343935025;0
"2691";1;0;1024;2048;0;0;17;0,476190476190476;6660;7908;0,707106781186548;3628800;724,077343935025;0
"2692";215;0;1024;2048;9;0,369106731855955;20;0,386860660515034;12393;7908;152,027957955108;8726400;724,077343935025;0
"2693";873;0;1536;2048;9;0,369106731855955;19;0,897131100025272;12549;7908;617,304219975856;9676800;362,038671967512;0
"2694";1204651;0;56832;2048;7;0,419618999911991;18;0,388192953064485;9042;7908;851816,891063156;518400;38738,1379005238;0
"2695";21051;0;3584;2048;0;0;17;0,391184452681791;4946;7908;14885,304850758;0;1086,11601590254;0
"2696";548;0;5120;2048;9;0,589608659165938;16;0,285714285714286;5590;7908;387,494516090228;172800;2172,23203180507;0
"2697";0;0;2048;2048;0;0;14;0,284670770600873;5091;7908;0;3628800;0;0
"2698";12;0;2048;2048;5;0,201976124878987;16;0,39820652340593;4265;7908;8,48528137423857;172800;0;0
"2699";0;0;2048;2048;5;0,201976124878987;20;0,485071349455563;14589;7908;0;86400;0;0
"2700";206;0;2048;2048;0;0;16;0,355938811280469;3317;7908;145,663996924429;0;0;0
"2701";14;0;1024;2048;7;0,419618999911991;17;0,43863910857616;19096;7908;9,89949493661167;172800;724,077343935025;0
"2702";26221;0;11776;2048;5;0,201976124878987;18;0,550364484377692;30527;7908;18541,0469094925;172800;6878,73476738273;0
"2703";7964;0;4608;2048;9;0,369106731855955;14;0,292893218813452;19290;7908;5631,39840536966;9676800;1810,19335983756;0
"2704";107;0;2304;2048;9;0,369106731855955;17;0,278874736941185;23745;7908;75,6604255869606;604800;181,019335983756;0
"2705";1;0;2048;2048;0;0;16;0,2855042325663;4794;7908;0,707106781186548;3628800;0;0
"2706";2;0;2048;2048;0;0;20;0,282862834399364;28391;7908;1,4142135623731;3283200;0;0
"2707";1136;0;5120;2048;8;0,487010823957423;18;0,223676245739852;51597;7908;803,273303427918;10886400;2172,23203180507;0
"2708";11294;0;36608;2048;9;0,369106731855955;16;0,490824922782684;112536;7908;7986,06398672087;172800;24437,6103578071;0
"2709";16567;0;3584;2048;0;0;18;0,543366987052285;14455;7908;11714,6380439175;0;1086,11601590254;0
"2710";5597;0;2560;2048;8;0,487010823957423;18;0,663183465145696;16775;7908;3957,67665430111;0;362,038671967512;0
"2711";38201864;0;7099392;2048;9;0,589608659165938;19;0,672673164646011;8085;7908;27012797,0883662;1123200;5018580,07081366;0
"2712";10216054;0;7312896;2048;5;0,201976124878987;17;0,512049963525733;36670;7908;7223841,06036795;172800;5169550,19702411;0
"2713";0;0;2048;2048;0;0;18;0,377377089188215;4896;7908;0;172800;0;0
"2714";2285;0;1024;2048;7;0,419618999911991;17;0,495173209720976;14075;7908;1615,73899501126;172800;724,077343935025;0
"2715";0;0;2048;2048;0;0;16;0,382292236115749;3294;7908;0;3628800;0;0
"2716";15;0;2048;2048;8;0,487010823957423;15;0,256608058324972;30816;7908;10,6066017177982;10886400;0;0
"2717";3;0;2048;2048;5;0,201976124878987;16;0,36280690713569;4639;7908;2,12132034355964;86400;0;0
"2718";27;0;512;2048;9;0,770584266129438;17;0,498514112623201;20836;7908;19,0918830920368;89683200;1086,11601590254;0
"2719";0;0;4096;2048;8;0,487010823957423;17;0,48565550012636;46163;7908;0;3024000;1448,15468787005;0
"2720";5;0;2048;2048;0;0;16;0,464550329903595;2139;7908;3,53553390593274;0;0;0
"2721";106;0;2048;2048;8;0,487010823957423;18;0,667124857032159;12726;7908;74,953318805774;0;0;0
"2722";1575;0;3072;2048;5;0,201976124878987;19;0,897131100025272;6678;7908;1113,69318036881;1209600;724,077343935025;0
"2723";111;0;2048;2048;9;0,589608659165938;18;0,622035526990773;925;7908;78,4888527117068;1123200;0;0
"2724";52;0;2048;2048;5;0,201976124878987;11;0,182942830897117;19323;7908;36,7695526217005;172800;0;0
"2725";167916;0;22016;2048;9;0,589608659165938;16;0,444507940136469;3129;7908;118734,54226972;172800;14119,508206733;0
"2726";4;0;512;2048;9;0,369106731855955;18;0,324336075307824;7705;7908;2,82842712474619;9676800;1086,11601590254;0
"2727";1080;0;3072;2048;0;0;19;0,897131100025272;4524;7908;763,675323681471;3628800;724,077343935025;0
"2728";0;0;2048;2048;0;0;17;0,381410425868258;13675;7908;0;3628800;0;0
"2729";12;0;2048;2048;0;0;17;0,575204604757127;2135;7908;8,48528137423857;0;0;0
"2730";219;0;2048;2048;8;0,487010823957423;18;0,295704787726236;16055;7908;154,856385079854;9158400;0;0
"2731";3990;0;2560;2048;5;0,201976124878987;15;0,234746467769216;9502;7908;2821,35605693432;172800;362,038671967512;0
"2732";1852;0;7680;2048;5;0,201976124878987;19;0,417424734996465;6894;7908;1309,56175875749;172800;3982,42539164264;0
"2733";15;0;2048;2048;0;0;16;0,435255033597986;14544;7908;10,6066017177982;172800;0;0
"2734";267317;0;49152;2048;8;0,515799875293748;16;0,321867309755509;50;7908;189021,663426444;50976000;33307,5578210111;0
"2735";77;0;1024;2048;9;0,369106731855955;18;0,674330526360535;15570;7908;54,4472221513642;172800;724,077343935025;0
"2736";76961;0;9216;2048;8;0,487010823957423;15;0,46473563867194;95067;7908;54419,6449868979;0;5068,54140754517;0
"2737";0;0;2048;2048;9;0,589608659165938;15;0,394772467331198;6657;7908;0;10972800;0;0
"2738";4;0;2048;2048;9;0,589608659165938;19;0,336661236608085;443;7908;2,82842712474619;4579200;0;0
"2739";9;0;2048;2048;0;0;21;0,223676245739852;7305;7908;6,36396103067893;0;0;0
"2740";0;0;2048;2048;5;0,201976124878987;16;0,382292236115749;5247;7908;0;777600;0;0
"2741";10;0;2048;2048;9;0,589608659165938;15;0,332875615005009;887;7908;7,07106781186548;172800;0;0
"2742";0;0;2048;2048;5;0,201976124878987;17;0,332936625969058;12315;7908;0;1209600;0;0
"2743";170;0;2048;2048;9;0,589608659165938;16;0,316999048446027;3654;7908;120,208152801713;5616000;0;0
"2744";4;0;1024;2048;9;0,369106731855955;18;0,366422682532202;11802;7908;2,82842712474619;9676800;724,077343935025;0
"2745";301037;0;30720;2048;5;0,201976124878987;21;0,521456032318525;16884;7908;212865,304088055;0;20274,1656301807;0
"2746";0;0;2048;2048;0;0;14;0,261904761904762;4959;7908;0;3628800;0;0
"2747";37260681;0;7063040;2048;9;0,589608659165938;15;0,184625751672789;5900;7908;26347280,2067287;691200;4992875,32510396;0
"2748";854;0;1280;2048;7;0,419618999911991;17;0,209362140352345;12134;7908;603,869191133312;86400;543,058007951268;0
"2749";1546;0;4096;2048;9;0,589608659165938;16;0,323876596217187;11571;7908;1093,1870837144;172800;1448,15468787005;0
"2750";0;0;512;2048;8;0,479734018285528;18;0,51738291093416;12525;7908;0;49852800;1086,11601590254;0
"2751";5082;0;3072;2048;0;0;18;0,550364484377692;20559;7908;3593,51666199003;172800;724,077343935025;0
"2752";5;0;1024;2048;9;0,369106731855955;19;0,136190841032919;21295;7908;3,53553390593274;0;724,077343935025;0
"2753";0;0;2048;2048;0;0;18;0,354502775632097;8115;7908;0;0;0;0
"2754";198;0;2048;2048;5;0,201976124878987;16;0,355938811280469;4883;7908;140,007142674936;172800;0;0
"2755";141859;0;15872;2048;5;0,201976124878987;18;0,441919081624975;6846;7908;100309,460872342;86400;9775,04414312283;0
"2756";49;0;2048;2048;8;0,487010823957423;17;0,382786600151632;12774;7908;34,6482322781408;0;0;0
"2757";10;0;2048;2048;9;0,589608659165938;16;0,509009746969017;1925;7908;7,07106781186548;172800;0;0
"2758";3824;0;3072;2048;0;0;15;0,512049963525733;9819;7908;2703,97633125736;86400;724,077343935025;0
"2759";108;0;2048;2048;8;0,487010823957423;22;0,508827202346942;7517;7908;76,3675323681471;0;0;0
"2760";12;0;2048;2048;5;0,201976124878987;17;0,554564596812626;5829;7908;8,48528137423857;777600;0;0
"2761";0;0;2048;2048;9;0,589608659165938;16;0,533430525184157;853;7908;0;6307200;0;0
"2762";536231;0;20224;2048;7;0,419618999911991;19;0,340171120926142;21133;7908;379172,576382444;22032000;12852,3728548467;0
"2763";0;0;2048;2048;8;0,487010823957423;18;0,250974659281169;7539;7908;0;0;0;0
"2764";1389;0;2048;2048;5;0,201976124878987;17;0,185826315901338;11397;7908;982,171319068114;172800;0;0
"2765";11;0;2048;2048;8;0,487010823957423;17;0,275431162690528;32185;7908;7,77817459305202;9158400;0;0
"2766";1348;0;1280;2048;9;0,369106731855955;20;0,10046817223763;8609;7908;953,179941039466;0;543,058007951268;0
"2767";4;0;2048;2048;9;0,589608659165938;20;0,61424162509477;1527;7908;2,82842712474619;86400;0;0
"2768";6619;0;2048;2048;0;0;16;0,435923925182234;13437;7908;4680,33978467376;86400;0;0
"2769";0;0;2048;2048;0;0;20;0,485071349455563;9891;7908;0;0;0;0
"2770";401872;0;49152;2048;5;0,201976124878987;18;0,271780918745581;7347;7908;284166,416369;172800;33307,5578210111;0
"2771";0;0;2048;2048;9;0,589608659165938;19;0,639721902942099;497;7908;0;6307200;0;0
"2772";0;0;2048;2048;0;0;19;0,482328492902705;13518;7908;0;3628800;0;0
"2773";8;0;2048;2048;8;0,487010823957423;16;0,538043421877611;7505;7908;5,65685424949238;0;0;0
"2774";1354354;0;352256;2048;9;0,589608659165938;19;0,555250410003339;4480;7908;957672,897527125;172800;247634,451625778;0
"2775";10;0;2048;2048;8;0,470187057173982;19;0,382202394247208;525;7908;7,07106781186548;172800;0;0
"2776";3;0;2048;2048;5;0,201976124878987;19;0,482328492902705;19980;7908;2,12132034355964;1209600;0;0
"2777";187;0;2048;2048;8;0,487010823957423;18;0,534757894800765;56673;7908;132,228968081884;0;0;0
"2778";18441942;0;1948160;2048;9;0,589608659165938;17;0,321753754561124;2435;7908;13040422,246449;6307200;1376108,99214851;0
"2779";4642211;0;739840;2048;9;0,589608659165938;18;0,416788156480196;4071;7908;3282538,87779878;172800;521697,726305185;0
"2780";1;0;1024;2048;8;0,487010823957423;16;0,329306379952225;30438;7908;0,707106781186548;0;724,077343935025;0
"2781";17079;0;4608;2048;9;0,589608659165938;18;0,195638184890266;1107;7908;12076,676715885;5702400;1810,19335983756;0
"2782";4;0;512;2048;8;0,470187057173982;16;0,327407290865451;51;7908;2,82842712474619;5702400;1086,11601590254;0
"2783";7;0;2048;2048;0;0;17;0,347283751920802;2637;7908;4,94974746830583;3628800;0;0
"2784";8;0;2048;2048;0;0;17;0,614429845830496;3039;7908;5,65685424949238;3628800;0;0
"2785";1;0;512;2048;7;0,419618999911991;16;0,427580224753747;7863;7908;0,707106781186548;22032000;1086,11601590254;0
"2786";1778;0;2048;2048;8;0,487010823957423;20;0,374031362851239;34835;7908;1257,23585694968;0;0;0
"2787";0;0;1024;2048;5;0,201976124878987;18;0,609639970820587;8158;7908;0;1209600;724,077343935025;0
"2788";2;0;512;2048;8;0,487010823957423;20;0,368413823060464;15990;7908;1,4142135623731;10886400;1086,11601590254;0
"2789";233;0;2048;2048;9;0,589608659165938;18;0,355938811280469;14670;7908;164,755880016466;172800;0;0
"2790";1;0;2048;2048;8;0,487010823957423;17;0,331352150164268;20949;7908;0,707106781186548;9763200;0;0
"2791";0;0;2048;2048;8;0,515799875293748;19;0,535601489520539;54;7908;0;127353600;0;0
"2792";0;0;2048;2048;9;0,589608659165938;18;0,670085560463071;2330;7908;0;6307200;0;0
"2793";15;0;2048;2048;9;0,589608659165938;21;0,373216829471991;1261;7908;10,6066017177982;4233600;0;0
"2794";19;0;2048;2048;0;0;17;0,364511090697757;2879;7908;13,4350288425444;3628800;0;0
"2795";144;0;512;2048;9;0,369106731855955;16;0,324336075307824;23181;7908;101,823376490863;9676800;1086,11601590254;0
"2796";8594770;0;5440256;2048;7;0,419618999911991;19;0,825036446944059;72085;7908;6077420,1497387;259200;3845393,75430293;0
"2797";54295;0;4096;2048;0;0;19;0,464971579020879;2093;7908;38392,3626845236;3628800;1448,15468787005;0
"2798";0;0;512;2048;8;0,595070856400737;18;0,51738291093416;12550;7908;0;38620800;1086,11601590254;0
"2799";106219;0;7424;2048;7;0,419618999911991;17;0,595938982179116;17643;7908;75108,1751908539;22032000;3801,40605565888;0
"2800";1480136;0;461824;2048;7;0,419618999911991;15;0,524868903266801;83706;7908;1046614,20267833;86400;325110,727426826;0
"2801";21922785;0;7082496;2048;9;0,589608659165938;16;0,316869948936027;3344;7908;15501749,9359947;86400;5006632,79463873;0
"2802";8;0;2048;2048;5;0,201976124878987;17;0,614429845830496;4475;7908;5,65685424949238;1209600;0;0
"2803";0;0;512;2048;7;0,419618999911991;19;0,373403067232908;6009;7908;0;22032000;1086,11601590254;0
"2804";5682;0;7680;2048;9;0,369106731855955;17;0,447947552526117;76133;7908;4017,78073070196;0;3982,42539164264;0
"2805";404390;0;43008;2048;5;0,201976124878987;10;0,189907412699017;18279;7908;285946,911244028;172800;28963,093757401;0
"2806";958;0;768;2048;9;0,369106731855955;17;0,455295220598078;49452;7908;677,408296376713;9676800;905,096679918781;0
"2807";22578;0;2560;2048;8;0,487010823957423;17;0,515817973864958;16655;7908;15965,0569056299;0;362,038671967512;0
"2808";0;0;2048;2048;5;0,201976124878987;17;0,258179523706969;9246;7908;0;1209600;0;0
"2809";9;0;2048;2048;0;0;20;0,406534535240984;18885;7908;6,36396103067893;0;0;0
"2810";480706;0;69632;2048;5;0,201976124878987;14;0,362584905205253;18063;7908;339910,472357061;172800;47789,1046997116;0
"2811";107858;0;11776;2048;5;0,201976124878987;18;0,434221050138996;20412;7908;76267,1232052186;172800;6878,73476738273;0
"2812";17;0;512;2048;9;0,770584266129438;15;0,356510547912213;7830;7908;12,0208152801713;89683200;1086,11601590254;0
"2813";8898;0;1792;2048;9;0,369106731855955;19;0,409063159714721;16962;7908;6291,8361389979;0;181,019335983756;0
"2814";1102;0;2048;2048;5;0,201976124878987;18;0,638126567772127;15588;7908;779,231672867575;0;0;0
"2815";0;0;2048;2048;0;0;16;0,203722428411742;6262;7908;0;3628800;0;0
"2816";2;0;2048;2048;8;0,487010823957423;17;0,506536228780173;17085;7908;1,4142135623731;10886400;0;0
"2817";0;0;2048;2048;5;0,201976124878987;14;0,284670770600873;7440;7908;0;1209600;0;0
"2818";4;0;2048;2048;9;0,589608659165938;12;0,316656593025022;921;7908;2,82842712474619;4579200;0;0
"2819";987959;0;308480;2048;7;0,419618999911991;16;0,402385695332803;49329;7908;698592,50843428;518400;216680,145172556;0
"2820";6;0;2048;2048;9;0,589608659165938;18;0,598811290098561;1287;7908;4,24264068711928;172800;0;0
"2821";157497;0;13312;2048;8;0,487010823957423;18;0,672673164646011;15685;7908;111367,196716538;0;7964,85078328527;0
"2822";15;0;2048;2048;9;0,589608659165938;17;0,671024152520115;1314;7908;10,6066017177982;5443200;0;0
"2823";337369;0;37376;2048;5;0,201976124878987;16;0,435923925182234;19899;7908;238555,907662124;86400;24980,6683657584;0
"2824";284121;0;37376;2048;9;0,589608659165938;15;0,270985195600245;6188;7908;200903,885777503;172800;24980,6683657584;0
"2825";0;0;1024;2048;0;0;18;0,609639970820587;5286;7908;0;3628800;724,077343935025;0
"2826";4;0;512;2048;9;0,369106731855955;16;0,243677443464887;7709;7908;2,82842712474619;9676800;1086,11601590254;0
"2827";16;0;2048;2048;5;0,201976124878987;20;0,475109340832176;4211;7908;11,3137084989848;172800;0;0
"2828";489612;0;42496;2048;9;0,589608659165938;17;0,512049963525733;3114;7908;346207,965350308;172800;28601,0550854335;0
"2829";90;0;1024;2048;7;0,419618999911991;19;0,498098852457218;75573;7908;63,6396103067893;1123200;724,077343935025;0
"2830";810;0;1024;2048;7;0,419618999911991;14;0,263514620453526;45736;7908;572,756492761103;22032000;724,077343935025;0
"2831";7460899;0;766464;2048;9;0,589608659165938;18;0,512049963525733;3132;7908;5275652,27664793;172800;540523,737247496;0
"2832";143;0;1024;2048;0;0;18;0,672673164646011;2097;7908;101,116269709676;3628800;724,077343935025;0
"2833";12500;0;2048;2048;8;0,487010823957423;17;0,434221050138996;18510;7908;8838,83476483184;0;0;0
"2834";10315;0;23296;2048;9;0,369106731855955;17;0,494923727723895;64413;7908;7293,80644793924;9676800;15024,6048866518;0
"2835";27;0;2048;2048;8;0,487010823957423;17;0,459938275132678;6317;7908;19,0918830920368;0;0;0
"2836";177;0;2048;2048;5;0,201976124878987;16;0,331846895218939;7401;7908;125,157900270019;172800;0;0
"2837";1241;0;1280;2048;9;0,369106731855955;18;0,291857922825369;8605;7908;877,519515452506;0;543,058007951268;0
"2838";2745;0;5120;2048;8;0,487010823957423;16;0,505128340694607;29223;7908;1941,00811435707;172800;2172,23203180507;0
"2839";24656871;0;2563072;2048;8;0,487010823957423;16;0,267059087680063;51030;7908;17435040,6869419;0;1810917,4371815;0
"2840";1078131;0;169984;2048;9;0,589608659165938;17;0,286067106538126;6111;7908;762353,741107434;172800;118748,684405344;0
"2841";0;0;2048;2048;0;0;20;0,336495595163005;8310;7908;0;0;0;0
"2842";852794;0;401920;2048;9;0,589608659165938;12;0,315263211982539;25614;7908;603016,420355201;10972800;282752,202806627;0
"2843";31;0;2048;2048;9;0,589608659165938;18;0,324776295090484;3670;7908;21,920310216783;86400;0;0
"2844";19;0;2048;2048;0;0;17;0,461251976238821;2479;7908;13,4350288425444;3628800;0;0
"2845";53;0;2048;2048;9;0,589608659165938;17;0,435923925182234;783;7908;37,476659402887;86400;0;0
"2846";5;0;2048;2048;5;0,201976124878987;16;0,464550329903595;3441;7908;3,53553390593274;172800;0;0
"2847";6;0;512;2048;8;0,470187057173982;17;0,585960664394588;35;7908;4,24264068711928;10972800;1086,11601590254;0
"2848";8;0;2048;2048;0;0;16;0,331846895218939;5052;7908;5,65685424949238;0;0;0
"2849";1625;0;1280;2048;9;0,369106731855955;17;0,319551468455084;39815;7908;1149,04851942814;0;543,058007951268;0
"2850";0;0;2048;2048;0;0;18;0,271780918745581;4998;7908;0;3628800;0;0
"2851";6816;0;9216;2048;8;0,487010823957423;18;0,482067602621763;58429;7908;4819,63982056751;10886400;5068,54140754517;0
"2852";8;0;2048;2048;8;0,487010823957423;18;0,613955983904276;12742;7908;5,65685424949238;0;0;0
"2853";21;0;1024;2048;7;0,419618999911991;20;0,388192953064485;5509;7908;14,8492424049175;22032000;724,077343935025;0
"2854";0;0;2048;2048;8;0,487010823957423;16;0,242759814581464;7547;7908;0;777600;0;0
"2855";4;0;2048;2048;9;0,589608659165938;15;0,344210762661109;517;7908;2,82842712474619;345600;0;0
"2856";14577;0;1792;2048;9;0,369106731855955;18;0,243794814635209;16074;7908;10307,4955493563;0;181,019335983756;0
"2857";0;0;2048;2048;8;0,487010823957423;19;0,196456596309692;7521;7908;0;10886400;0;0
"2858";0;0;2048;2048;5;0,201976124878987;20;0,336495595163005;12225;7908;0;172800;0;0
"2859";7;0;2048;2048;5;0,201976124878987;16;0,505128340694607;7042;7908;4,94974746830583;777600;0;0
"2860";146292;0;29696;2048;8;0,487010823957423;17;0,587606950578839;140997;7908;103444,065233342;0;19550,0882862457;0
"2861";10464;0;2560;2048;9;0,589608659165938;17;0,265031584740833;2410;7908;7399,16535833603;6307200;362,038671967512;0
"2862";27777;0;6144;2048;0;0;16;0,454455274410019;12860;7908;19641,3050610187;172800;2896,3093757401;0
"2863";902960;0;74240;2048;9;0,589608659165938;19;0,333333333333333;4107;7908;638489,139140205;172800;51047,4527474192;0
"2864";0;0;2048;2048;9;0,589608659165938;16;0,572039507489087;58075;7908;0;10972800;0;0
"2865";0;0;2048;2048;8;0,487010823957423;19;0,382786600151632;10509;7908;0;10886400;0;0
"2866";64274;0;4352;2048;7;0,419618999911991;16;0,469005755946409;14730;7908;45448,5812539842;604800;1629,17402385381;0
"2867";27;0;2048;2048;9;0,589608659165938;19;0,768544975056862;850;7908;19,0918830920368;86400;0;0
"2868";0;0;1024;2048;10;0,770584266129438;17;0,513487227432672;7698;7908;0;89683200;724,077343935025;0
"2869";32;0;1024;2048;9;0,369106731855955;17;0,48520843832977;15810;7908;22,6274169979695;0;724,077343935025;0
"2870";4;0;2048;2048;9;0,589608659165938;15;0,416551767153383;581;7908;2,82842712474619;172800;0;0
"2871";40;0;2048;2048;9;0,589608659165938;21;0,358573019410181;1344;7908;28,2842712474619;345600;0;0
"2872";4;0;2048;2048;5;0,201976124878987;16;0,307065132816417;14829;7908;2,82842712474619;1209600;0;0
"2873";15131;0;2560;2048;0;0;14;0,362584905205253;11754;7908;10699,2327061337;0;362,038671967512;0
"2874";11;0;1024;2048;9;0,369106731855955;17;0,546079350498398;11826;7908;7,77817459305202;0;724,077343935025;0
"2875";55805;0;6144;2048;7;0,419618999911991;16;0,34126745075974;22636;7908;39460,0939241153;22032000;2896,3093757401;0
"2876";0;0;2048;2048;0;0;20;0,46657397370682;16016;7908;0;0;0;0
"2877";5;0;512;2048;8;0,470187057173982;17;0,486447408986904;31;7908;3,53553390593274;4579200;1086,11601590254;0
"2878";0;0;2048;2048;8;0,487010823957423;16;0,278874736941185;18820;7908;0;10886400;0;0
"2879";1240;0;6144;2048;8;0,487010823957423;17;0,234746467769216;52115;7908;876,812408671319;86400;2896,3093757401;0
"2880";23;0;1024;2048;9;0,369106731855955;17;0,595938982179116;11667;7908;16,2634559672906;0;724,077343935025;0
"2881";28362;0;4608;2048;5;0,201976124878987;11;0,152370910531155;5181;7917;20054,9625280129;3801600;1810,19335983756;0
"2882";16530;0;1792;2048;9;0,369106731855955;24;0,289817871920458;16746;7917;11688,4750930136;3628800;181,019335983756;0
"2883";3;0;512;2048;9;0,369106731855955;17;0,201801270283389;11337;7917;2,12132034355964;6048000;1086,11601590254;0
"2884";17079;0;4608;2048;9;0,589608659165938;18;0,212749820038253;1107;7917;12076,676715885;2073600;1810,19335983756;0
