"";"nrow1";"nrow2";"lengthcol1";"lengthcol2";"fk1";"fk2";"size1";"size2";"lv_schema";"cos_schema";"lv_tab";"cos_tab";"lv_col";"cos_col";"lv_type";"cos_type";"lv_null";"cos_null";"lv_fk";"cos_fk";"dist_nrow";"dist_length";"dist_lastused";"dist_size";"decisao"
"5480124";0;93;8;15;0;0;2048;2048;0;0;10;0,554600665916956;16;0,569179781572335;0;0;0;0;0;0;65,7609306503489;4,94974746830583;11145600;0;0
"5480125";0;93;8;15;0;0;2048;2048;0;0;10;0,554600665916956;15;0,458734122634726;0;0;0;0;0;0;65,7609306503489;4,94974746830583;11145600;0;0
"5480126";0;8200;8;15;0;0;2048;2048;0;0;14;0,528271823475137;15;0,71652664524308;0;0;0;0;0;0;5798,27560572969;4,94974746830583;0;0;0
"5480127";0;8200;8;11;0;0;2048;2048;0;0;14;0,528271823475137;14;0,336596527996223;0;0;0;0;0;0;5798,27560572969;2,12132034355964;0;0;0
"5480128";0;8200;8;11;0;0;2048;2048;0;0;14;0,528271823475137;15;0,587521044307847;0;0;0;0;0;0;5798,27560572969;2,12132034355964;0;0;0
"5480129";0;8200;8;70;0;0;2048;2048;0;0;14;0,528271823475137;15;0,381281566461771;0;0;0;0;0;0;5798,27560572969;43,8406204335659;0;0;0
"5480130";0;8200;8;1;0;0;2048;2048;0;0;14;0,528271823475137;16;0,558058261758408;0;0;0;0;0;0;5798,27560572969;4,94974746830583;0;0;0
"5480131";0;1874142;8;4;0;0;2048;924160;0;0;7;0,665503195997164;19;0,514752520584527;6;0,798992436948158;1;1;0;0;1325218,51710652;2,82842712474619;11145600;652031,64821349;0
"5480132";0;1874142;8;4;0;0;2048;924160;0;0;7;0,665503195997164;14;0,469669914110089;6;0,798992436948158;0;0;0;0;1325218,51710652;2,82842712474619;11145600;652031,64821349;0
"5480133";0;1874142;8;1700;0;0;2048;924160;0;0;7;0,665503195997164;23;0,419702068196713;0;0;0;0;0;0;1325218,51710652;1196,42467376764;11145600;652031,64821349;0
"5480134";0;1874142;8;100;0;0;2048;924160;0;0;7;0,665503195997164;15;0,580426804160863;0;0;0;0;0;0;1325218,51710652;65,0538238691624;11145600;652031,64821349;0
"5480135";0;1874142;8;10;0;0;2048;924160;0;0;7;0,665503195997164;16;0,611550701966322;8;0,832751597998582;1;1;0;0;1325218,51710652;1,4142135623731;11145600;652031,64821349;0
"5480136";0;1874142;8;1;0;0;2048;924160;0;0;7;0,665503195997164;14;0,489689636920171;5;0,143651161422325;0;0;0;0;1325218,51710652;4,94974746830583;11145600;652031,64821349;0
"5480137";0;1874142;8;65;0;0;2048;924160;0;0;7;0,665503195997164;14;0,520298388199877;0;0;0;0;0;0;1325218,51710652;40,3050865276332;11145600;652031,64821349;0
"5480138";0;1874142;8;8;0;0;2048;924160;0;0;7;0,665503195997164;15;0,303790658775315;7;1;1;1;0;0;1325218,51710652;0;11145600;652031,64821349;0
"5480139";0;1874142;8;2;0;0;2048;924160;0;0;7;0,665503195997164;17;0,575396112195777;5;0,143651161422325;0;0;0;0;1325218,51710652;4,24264068711928;11145600;652031,64821349;0
"5480140";0;2366066;8;4;0;1;2048;247296;0;0;17;0,479583500133467;15;0,558738695939086;6;0,798992436948158;1;1;1;1;1673061,31333493;2,82842712474619;11145600;173416,523872438;0
"5480141";0;2366066;8;4;0;1;2048;247296;0;0;17;0,479583500133467;14;0,353606873432217;6;0,798992436948158;1;1;1;1;1673061,31333493;2,82842712474619;11145600;173416,523872438;0
"5480142";0;2366066;8;4;0;0;2048;247296;0;0;17;0,479583500133467;17;0,345346329292023;6;0,798992436948158;1;1;0;0;1673061,31333493;2,82842712474619;11145600;173416,523872438;0
"5480143";0;5;8;2;0;0;2048;2048;0;0;13;0,550078729334152;15;0,664589803375031;0;0;1;1;0;0;3,53553390593274;4,24264068711928;6393600;0;0
"5480144";0;180677;8;4;0;0;2048;25088;0;0;11;0,343669876686106;16;0,321599474700032;6;0,798992436948158;0;0;0;0;127757,931904442;2,82842712474619;11145600;16291,7402385381;0
"5480145";0;180677;8;4;0;0;2048;25088;0;0;11;0,343669876686106;16;0,618118692087013;6;0,798992436948158;1;1;0;0;127757,931904442;2,82842712474619;11145600;16291,7402385381;0
"5480146";0;180677;8;4;0;0;2048;25088;0;0;11;0,343669876686106;16;0,540380592228744;6;0,798992436948158;1;1;0;0;127757,931904442;2,82842712474619;11145600;16291,7402385381;0
"5480147";0;21922785;8;4;0;0;2048;7082496;0;0;6;0,38605938648508;15;0,708333333333333;6;0,798992436948158;1;1;0;0;15501749,9359947;2,82842712474619;11059200;5006632,79463873;0
"5480148";0;21922785;8;4;0;0;2048;7082496;0;0;6;0,38605938648508;18;0,840099462733292;6;0,798992436948158;0;0;0;0;15501749,9359947;2,82842712474619;11059200;5006632,79463873;0
"5480149";0;21922785;8;8;0;0;2048;7082496;0;0;6;0,38605938648508;15;0,705825797292724;7;1;1;1;0;0;15501749,9359947;0;11059200;5006632,79463873;0
