"";"acesso1";"acesso2";"qtdtabelas1";"qtdtabelas2";"tamgb1";"tamgb2";"qtdlinhas1";"qtdlinhas2";"qtdcolunas1";"qtdcolunas2";"lv_tabelas";"cos_tabelas";"jac_tabelas";"lv_schtab";"cos_schtab";"jac_schtab";"decisao";"id_schema"
"1779";19;9;20;13;0,102783203;0,063476563;3853621;177599;236;117;161;0,0412898945769669;0,227272727272727;167;0,0438392402840339;0,227272727272727;0;1779
"1790";19;0;20;7;0,102783203;0,02734375;3853621;300076;236;26;183;0,166374216232756;0,19047619047619;189;0,169200154129004;0,19047619047619;0;1790
"1791";19;0;20;15;0,102783203;1,53515625;3853621;13208944;236;254;184;0,102021542606879;0,208333333333333;190;0,101931643650496;0,208333333333333;0;1791
"1792";19;10;20;17;0,102783203;1,505371094;3853621;1572013;236;87;156;0,0843194133926757;0,136363636363636;162;0,084464779496482;0,136363636363636;0;1792
"1799";19;0;20;4;0,102783203;0,017578125;3853621;0;236;35;194;0,111081707619494;0,380952380952381;199;0,123060027145469;0,238095238095238;0;1799
"1803";19;4;20;19;0,102783203;0,009277344;3853621;1;236;138;216;0,0874843908207782;0,0476190476190477;221;0,0933839305690969;0,0476190476190477;0;1803
"1807";19;1;20;18;0,102783203;0,004394531;3853621;379731;236;199;26;0,000971071349233354;0;26;0,000894540469423388;0;1;1807
"1822";19;0;20;1;0,102783203;0,000976563;3853621;0;236;5;222;0,27569978299084;0,5;224;0,256449305313984;0,25;0;1822
"1831";19;1;20;16;0,102783203;0,014648438;3853621;0;236;67;153;0,0535420645586878;0,130434782608696;158;0,0534391197515178;0,130434782608696;0;1831
"1833";19;60;20;233;0,102783203;23,05102539;3853621;75866302;236;1791;3623;0,0391893295658572;0,259259259259259;3627;0,0404832987331485;0,259259259259259;0;1833
"1845";19;0;20;17;0,102783203;0;3853621;371368;236;185;41;0,00180912576416636;0;41;0,001604434324607;0;1;1845
"1849";0;1;34;7;0,13671875;36,53808594;26741;178861265;204;49;490;0,214967526699075;0,0476190476190477;488;0,16168982144131;0,0476190476190477;0;1849
"1852";0;115;34;116;0,13671875;32,54589844;26741;94950263;204;1550;1371;0,0339857716240481;0,222222222222222;1373;0,034542752808604;0,222222222222222;0;1852
"1853";0;6;34;7;0,13671875;108,1806641;26741;183421331;204;346;471;0,15894378343491;0,181818181818182;470;0,155880786317795;0,181818181818182;0;1853
"1854";0;0;34;3;0,13671875;0,005859375;26741;0;204;234;515;0,130971546952885;0,333333333333333;513;0,104694394611056;0,272727272727273;0;1854
"1855";0;21;34;23;0,13671875;25,47961426;26741;191401724;204;266;404;0,0892064698847937;0,130434782608696;403;0,0820993464803121;0,130434782608696;0;1855
"1857";0;42;34;43;0,13671875;1,466552734;26741;8037560;204;385;426;0,0530298397296513;0,125;432;0,0529526418618999;0,125;0;1857
"1861";0;4;34;12;0,13671875;0,014160156;26741;1537;204;99;444;0,0618993989289781;0,0476190476190477;442;0,0584490601350572;0,0476190476190477;0;1861
"1862";0;21;34;23;0,13671875;0,0859375;26741;111;204;125;382;0,0640717139930496;0,130434782608696;385;0,061086790636683;0,130434782608696;0;1862
"1865";0;0;34;1;0,13671875;0,000976563;26741;0;204;5;537;0,261953831141666;0,523809523809524;530;0,182452932740493;0,380952380952381;0;1865
"1866";0;0;34;23;0,13671875;0,024414063;26741;1160;204;134;378;0,0402888202824464;0,0454545454545454;380;0,0428030300447489;0,0454545454545454;0;1866
"1870";0;19;34;20;0,13671875;0,102783203;26741;3853621;204;236;405;0,0858904295436514;0,0476190476190477;403;0,0889468636443703;0,0476190476190477;0;1870
"1874";0;0;34;7;0,13671875;0,02734375;26741;300076;204;26;474;0,0724981358062907;0,227272727272727;474;0,0814497393943653;0,227272727272727;0;1874
"1875";0;0;34;15;0,13671875;1,53515625;26741;13208944;204;254;401;0,0360005998691854;0,166666666666667;403;0,0387195863630437;0,166666666666667;0;1875
"1877";0;0;34;19;0,13671875;0,033203125;26741;1124;204;153;402;0,0454235217202309;0,136363636363636;404;0,0456190298889976;0,136363636363636;0;1877
"1883";0;0;34;4;0,13671875;0,017578125;26741;0;204;35;502;0,135992405968056;0,409090909090909;501;0,133992166790301;0,272727272727273;0;1883
"1886";0;5;34;17;0,13671875;0,056640625;26741;387853;204;126;406;0,084800053114879;0,130434782608696;408;0,0900454558507746;0,130434782608696;0;1886
"1889";0;25;34;45;0,13671875;791,5610352;26741;2803997559;204;1044;501;0,061134678700667;0,16;506;0,0612125631278919;0,16;0;1889
"1897";0;0;34;3;0,13671875;70,88671875;26741;128962977;204;234;515;0,130971546952885;0,333333333333333;513;0,104694394611056;0,272727272727273;0;1897
"1902";0;0;34;1;0,13671875;0,006835938;26741;23656;204;16;535;0,244397016249074;0,571428571428571;527;0,256920527314526;0,428571428571429;0;1902
"1903";0;0;34;32;0,13671875;0,12109375;26741;0;204;693;413;0,0723727138303578;0,125;418;0,0747498609191314;0,125;0;1903
"1904";0;1;34;55;0,13671875;222,0068359;26741;1232589939;204;1506;695;0,123482111906122;0,125;702;0,123110503996735;0,125;0;1904
"1908";0;0;34;6;0,13671875;6,135742188;26741;38458211;204;52;495;0,148799080665256;0,0476190476190477;493;0,09927753300555;0,0476190476190477;0;1908
"1909";0;0;34;3;0,13671875;0,001464844;26741;0;204;12;498;0,13343496757683;0,238095238095238;500;0,142944055128232;0,238095238095238;0;1909
"1911";0;0;34;1;0,13671875;0,000244141;26741;48;204;6;542;0,532288481164076;0,666666666666667;541;0,353924845730202;0,523809523809524;0;1911
"1925";0;52;34;52;0,13671875;18,08862305;26741;61922864;204;644;610;0,0521661159144654;0,16;617;0,0543342279759943;0,16;0;1925
"1926";0;0;34;81;0,13671875;2,236083984;26741;11850966;204;576;1072;0,031622314232201;0,16;1082;0,0329569341502807;0,16;0;1926
"1943";5;131;48;137;0,04296875;36,85131836;187;158644947;267;957;2018;0,0427704021668869;0,115384615384615;2031;0,0433390357403856;0,115384615384615;0;1943
"1948";5;0;48;4;0,04296875;0,010986328;187;10597;267;196;753;0,224247832115519;0,48;750;0,210254395270565;0,44;0;1948
"1981";5;0;48;3;0,04296875;70,88671875;187;128962977;267;234;763;0,138214904278213;0,416666666666667;763;0,0959634077857474;0,36;0;1981
"1982";5;20;48;26;0,04296875;3,305664063;187;19463669;267;180;589;0,0844085949224197;0,12;591;0,0808589142440116;0,12;0;1982
"1984";5;0;48;22;0,04296875;77,4609375;187;259709350;267;618;605;0,113243680243084;0,16;610;0,114100841613216;0,16;0;1984
"1990";5;0;48;1;0,04296875;0,000976563;187;0;267;5;786;0,281526832258657;0,583333333333333;786;0,242952980680051;0,375;0;1990
"2000";5;0;48;26;0,04296875;0,06628418;187;25074;267;222;588;0,0925549392946592;0,166666666666667;591;0,0987431622973077;0,125;0;2000
"2001";5;60;48;233;0,04296875;23,05102539;187;75866302;267;1791;3243;0,0660393231287287;0,111111111111111;3253;0,0661957718160692;0,111111111111111;0;2001
"2004";5;0;48;10;0,04296875;0,017496245;187;58928;267;96;676;0,200975951723249;0,291666666666667;678;0,206990246016804;0,291666666666667;0;2004
"2014";5;134;48;158;0,04296875;1159,860352;187;8782694323;267;1091;2069;0,0673593241076667;0,111111111111111;2073;0,0679874804578227;0,111111111111111;0;2014
"2015";5;43;48;103;0,04296875;1113,821533;187;4948191785;267;1715;1317;0,0867752520698433;0,0833333333333334;1325;0,0880136330697935;0,0833333333333334;0;2015
"2018";0;37;8;37;0,0078125;0,096191406;0;267565;37;225;482;0,115682407820571;0,181818181818182;484;0,123343063657983;0,136363636363636;0;2018
"2019";0;1;8;5;0,0078125;110,0444336;0;324500732;37;257;99;0,482842200803515;0,428571428571429;103;0,433720087886636;0,333333333333333;0;2019
"2025";0;42;8;43;0,0078125;1,466552734;0;8037560;37;385;502;0,150856377100815;0,25;506;0,154731150191773;0,208333333333333;0;2025
"2028";0;182;8;1;0,0078125;1,797607422;0;7556996;37;1435;122;0,919859780353759;0,956521739130435;125;0,584601261390236;0,652173913043478;0;2028
"2033";0;0;8;1;0,0078125;0,000976563;0;0;37;5;110;0,228655584760785;0,444444444444444;108;0,176777317735344;0,315789473684211;0;2033
"2040";0;5;8;48;0,0078125;0,04296875;0;187;37;267;683;0,0738779090708755;0,25;680;0,0812193752974795;0,208333333333333;0;2040
"2048";0;2;8;33;0,0078125;0,077636719;0;101813;37;264;360;0,134082071351245;0,25;362;0,141990367541652;0,24;0;2048
"2055";0;4;8;19;0,0078125;0,009277344;0;1;37;138;229;0,15161161543408;0,227272727272727;233;0,160874915262988;0,181818181818182;0;2055
"2056";0;10;8;10;0,0078125;1,998046875;0;5758248;37;76;108;0,0933275495231333;0,0526315789473685;114;0,106490032318344;0,1;0;2056
"2061";0;97;8;99;0,0078125;0,277832031;0;1068597;37;690;1642;0,110337638723046;0,28;1646;0,124469321520331;0,24;0;2061
"2065";0;0;8;3;0,0078125;70,88671875;0;128962977;37;234;96;0,155062032753779;0,315789473684211;102;0,191317340414104;0,285714285714286;0;2065
"2075";0;2;8;4;0,0078125;163,7275391;0;2895538;37;35;94;0,20685799592785;0,4;100;0,204131433503468;0,363636363636364;0;2075
"2081";0;0;8;9;0,0078125;0,013427734;0;157469;37;36;84;0,0605899450878881;0,2;91;0,0660892674154377;0,15;0;2081
"2088";0;0;8;10;0,0078125;0,017496245;0;58928;37;96;114;0,160876706292077;0,25;115;0,16749898447044;0,285714285714286;0;2088
"2089";0;1;8;7;0,0078125;6,84375;0;31823603;37;49;90;0,214522122098833;0,272727272727273;97;0,195390687550975;0,227272727272727;0;2089
"2090";0;0;8;1;0,0078125;0;0;175915991;37;65;119;0,759579341061279;0,857142857142857;120;0,494603413628604;0,571428571428571;0;2090
"2101";0;1;2;7;0,002685547;36,53808594;18940;178861265;11;49;67;0,363452211605615;0,476190476190476;72;0,363214217369497;0,476190476190476;0;2101
"2117";0;0;2;1;0,002685547;0,000976563;18940;0;11;5;12;0,403579948020773;0,625;19;0,299119698549858;0,611111111111111;0;2117
"2118";0;0;2;23;0,002685547;0,024414063;18940;1160;11;134;301;0,14879939215455;0,521739130434783;308;0,217421327577174;0,521739130434783;0;2118
"2120";0;4;2;15;0,002685547;6,963623047;18940;26432122;11;151;241;0,267201266575812;0,454545454545455;240;0,306270626238118;0,454545454545455;0;2120
"2123";0;0;2;34;0,002685547;0,13671875;18940;26741;11;204;534;0,168457017882147;0,5;531;0,229984463014285;0,5;0;2123
"2128";0;10;2;17;0,002685547;1,505371094;18940;1572013;11;87;191;0,255086270222469;0,5;190;0,301344771907313;0,5;0;2128
"2133";0;8;2;54;0,002685547;18,13964844;18940;101977158;11;915;897;0,210102501202073;0,52;896;0,270803951354239;0,52;0;2133
"2134";0;30;2;30;0,002685547;0,030273438;18940;49;11;198;463;0,189936926350771;0,56;461;0,240789237351942;0,56;0;2134
"2137";0;21;2;22;0,002685547;0,544921875;18940;1976882;11;182;333;0,205132666239098;0,478260869565217;333;0,226213508937585;0,478260869565217;0;2137
"2140";0;10;2;10;0,002685547;1,998046875;18940;5758248;11;76;133;0,19154465032876;0,368421052631579;134;0,215299696085998;0,368421052631579;0;2140
"2143";0;1;2;18;0,002685547;0,004394531;18940;379731;11;199;194;0,191327441409997;0,476190476190476;198;0,240427134006995;0,476190476190476;0;2143
"2151";0;203;2;451;0,002685547;3229,061768;18940;12469817823;11;4621;8391;0,185675900544569;0,555555555555556;8388;0,246148936884114;0,555555555555556;0;2151
"2155";0;0;2;32;0,002685547;0,12109375;18940;0;11;693;495;0,215575340267641;0,5;496;0,268007036481645;0,5;0;2155
"2165";0;0;2;9;0,002685547;0,013427734;18940;157469;11;36;98;0,176045373001386;0,333333333333333;95;0,16683954909077;0,333333333333333;0;2165
"2170";0;0;2;28;0,002685547;0,011962891;18940;6959;11;173;369;0,161505010291686;0,576923076923077;368;0,221247650537499;0,576923076923077;0;2170
"2184";0;43;2;218;0,002685547;82,92541504;18940;555415048;11;2898;3975;0,199850091996473;0,555555555555556;3977;0,240157294954529;0,555555555555556;0;2184
"2198";0;21;7;23;0,02734375;0,0859375;300076;111;26;125;243;0,0883835335834215;0,260869565217391;250;0,0938325172167163;0,260869565217391;0;2198
"2202";0;0;7;23;0,02734375;0,024414063;300076;1160;26;134;254;0,124188713352943;0,260869565217391;262;0,129978132267422;0,260869565217391;0;2202
"2204";0;4;7;15;0,02734375;6,963623047;300076;26432122;26;151;197;0,173165008167976;0,181818181818182;196;0,169131507677295;0,181818181818182;0;2204
"2209";0;0;7;8;0,02734375;0,0078125;300076;0;26;37;86;0,0347536991174711;0,105263157894737;89;0,0319510637997982;0,15;0;2209
"2213";0;0;7;19;0,02734375;0,033203125;300076;1124;26;153;180;0,0843810178536435;0,1;183;0,086532811019599;0,1;0;2213
"2216";0;2;7;33;0,02734375;0,077636719;300076;101813;26;264;384;0,129920619869423;0,25;386;0,139689937076341;0,28;0;2216
"2217";0;8;7;54;0,02734375;18,13964844;300076;101977158;26;915;831;0,134142600856241;0,28;832;0,136307995430935;0,28;0;2217
"2227";0;1;7;18;0,02734375;0,004394531;300076;379731;26;199;158;0,162497275735726;0,19047619047619;163;0,164960762458942;0,19047619047619;0;2227
"2228";0;112;7;114;0,02734375;53,31005859;300076;247045695;26;941;1867;0,103306691949322;0,28;1866;0,12383252059386;0,28;0;2228
"2234";0;20;7;26;0,02734375;3,305664063;300076;19463669;26;180;272;0,0995065628898351;0,291666666666667;279;0,103740701081986;0,291666666666667;0;2234
"2242";0;0;7;1;0,02734375;0,000976563;300076;0;26;5;76;0,289110832463102;0,526315789473684;81;0,228963454499494;0,428571428571429;0;2242
"2245";0;0;7;3;0,02734375;0,001464844;300076;0;26;12;64;0,28221266457806;0,210526315789474;71;0,278418898385472;0,210526315789474;0;2245
"2247";0;0;7;1;0,02734375;0,000244141;300076;48;26;6;81;0,641165909141976;0,684210526315789;86;0,469665460193411;0,526315789473684;0;2247
"2250";0;0;7;9;0,02734375;0,006225586;300076;27941;26;41;56;0,0572303213887841;0,2;58;0,0552127483821174;0,2;0;2250
"2254";0;0;7;28;0,02734375;0,011962891;300076;6959;26;173;317;0,119411937042205;0,346153846153846;319;0,118304317724885;0,346153846153846;0;2254
"2259";0;0;7;2;0,02734375;0;300076;129840424;26;187;75;0,310201614530734;0,333333333333333;80;0,287842953604924;0,222222222222222;0;2259
"2260";0;2;7;7;0,02734375;0,011474609;300076;62646;26;108;71;0,202559678923553;0,105263157894737;79;0,202541742190391;0,105263157894737;0;2260
"2264";0;0;7;86;0,02734375;2,692871094;300076;24613804;26;651;1388;0,115856220830941;0,25;1385;0,11972093656643;0,25;0;2264
"2266";0;134;7;158;0,02734375;1159,860352;300076;8782694323;26;1091;2537;0,108942289135973;0,333333333333333;2535;0,115137967997868;0,333333333333333;0;2266
"2267";0;43;7;103;0,02734375;1113,821533;300076;4948191785;26;1715;1658;0,130717963169877;0,181818181818182;1660;0,138374119885068;0,181818181818182;0;2267
"2271";0;1;15;5;1,53515625;110,0444336;13208944;324500732;254;257;220;0,306658300108637;0,416666666666667;221;0,275027846493118;0,375;0;2271
"2272";0;115;15;116;1,53515625;32,54589844;13208944;94950263;254;1550;1547;0,041802912064446;0,148148148148148;1547;0,0435657279545497;0,148148148148148;0;2272
"2274";0;0;15;3;1,53515625;0,005859375;13208944;0;254;234;226;0,145719892195868;0,391304347826087;226;0,114499711403599;0,333333333333333;0;2274
"2276";0;3;15;4;1,53515625;0,091308594;13208944;1508484;254;12;216;0,228027716436696;0,416666666666667;219;0,20885927695556;0,333333333333333;0;2276
"2278";0;67;15;70;1,53515625;0,798095703;13208944;3218891;254;397;973;0,0356046109398197;0,0416666666666666;982;0,0363021286611638;0,0416666666666666;0;2278
"2289";0;0;15;5;1,53515625;0,004882813;13208944;0;254;78;225;0,222192001345551;0,304347826086957;228;0,263676319719723;0,304347826086957;0;2289
"2290";0;19;15;20;1,53515625;0,102783203;13208944;3853621;254;236;184;0,102021542606879;0,208333333333333;190;0,101931643650496;0,208333333333333;0;2290
"2293";0;0;15;8;1,53515625;0,0078125;13208944;0;254;37;187;0,101716504647092;0,217391304347826;188;0,116697439997403;0,173913043478261;0;2293
"2295";0;0;15;7;1,53515625;0,02734375;13208944;300076;254;26;197;0,106185611111156;0,217391304347826;199;0,115793063484061;0,217391304347826;0;2295
"2298";0;4;15;33;1,53515625;3,3203125;13208944;7064804;254;227;354;0,0889167280068902;0,16;358;0,0898128378789242;0,16;0;2298
"2302";0;30;15;30;1,53515625;0,030273438;13208944;49;254;198;357;0,082487433139959;0,192307692307692;360;0,0843767816546163;0,192307692307692;0;2302
"2306";0;5;15;17;1,53515625;0,056640625;13208944;387853;254;126;175;0,0491604724565842;0,2;179;0,051298969409918;0,2;0;2306
"2310";0;17;15;17;1,53515625;173,2897949;13208944;901232511;254;423;200;0,0908378476492662;0,2;204;0,087733733502616;0,275862068965517;0;2310
"2316";0;0;15;1;1,53515625;7,303710938;13208944;0;254;81;247;0,477785604460855;0,666666666666667;246;0,408662181839258;0,5;0;2316
"2327";0;2;15;4;1,53515625;163,7275391;13208944;2895538;254;35;217;0,189009806016154;0,391304347826087;217;0,194830800380253;0,333333333333333;0;2327
"2330";0;0;15;1;1,53515625;0,001464844;13208944;16910;254;2;245;0,330935973025316;0,652173913043478;248;0,356871889332769;0,521739130434783;0;2330
"2337";0;60;15;233;1,53515625;23,05102539;13208944;75866302;254;1791;3607;0,0384606727289541;0,148148148148148;3616;0,0397700205675814;0,148148148148148;0;2337
"2342";0;0;15;1;1,53515625;0;13208944;175915991;254;65;249;0,554964857654757;0,791666666666667;247;0,390543349683135;0,583333333333333;0;2342
"2348";0;0;15;86;1,53515625;2,692871094;13208944;24613804;254;651;1255;0,0319994837640784;0,12;1258;0,0340252995257563;0,12;0;2348
"2349";0;0;15;17;1,53515625;0;13208944;371368;254;185;180;0,108348932313139;0,208333333333333;184;0,107453996390136;0,208333333333333;0;2349
"2350";0;134;15;158;1,53515625;1159,860352;13208944;8782694323;254;1091;2382;0,0376702369712438;0,148148148148148;2384;0,0402505675833783;0,148148148148148;0;2350
"2367";10;9;17;13;1,505371094;0,063476563;1572013;177599;87;117;151;0,0737795649891706;0,181818181818182;156;0,0722840701115821;0,181818181818182;0;2367
"2372";10;4;17;15;1,505371094;6,963623047;1572013;26432122;87;151;191;0,160592935680599;0,130434782608696;194;0,154179232282979;0,130434782608696;0;2372
"2380";10;0;17;15;1,505371094;1,53515625;1572013;13208944;87;254;174;0,087695339652377;0,166666666666667;177;0,0919421951073676;0,166666666666667;0;2380
"2389";10;21;17;22;1,505371094;0,544921875;1572013;1976882;87;182;239;0,0648962392668163;0,0869565217391305;244;0,0647500111947258;0,0869565217391305;0;2389
"2401";10;0;17;3;1,505371094;70,88671875;1572013;128962977;87;234;178;0,188486204710791;0,333333333333333;179;0,188659515804268;0,272727272727273;0;2401
"2412";10;0;17;6;1,505371094;6,135742188;1572013;38458211;87;52;165;0,124444872860051;0,136363636363636;167;0,109561700599778;0,136363636363636;0;2412
"2415";10;0;17;1;1,505371094;0,000244141;1572013;48;87;6;198;0,517280336559655;0,666666666666667;197;0,38025053630471;0,523809523809524;0;2415
"2416";10;6;17;9;1,505371094;0,016802619;1572013;6141;87;71;149;0,111008074056973;0,181818181818182;150;0,110855000466;0,181818181818182;0;2416
"2418";10;0;17;9;1,505371094;0,006225586;1572013;27941;87;41;149;0,076866600015939;0,304347826086957;152;0,0865852244766657;0,304347826086957;0;2418
"2422";10;0;17;28;1,505371094;0,011962891;1572013;6959;87;173;268;0,0895536672420797;0,16;272;0,0888946983076793;0,16;0;2422
"2425";10;1;17;7;1,505371094;6,84375;1572013;31823603;87;49;162;0,129913182539172;0,136363636363636;161;0,108611949612099;0,136363636363636;0;2425
"2429";10;52;17;52;1,505371094;18,08862305;1572013;61922864;87;644;709;0,0490688018348827;0,16;715;0,0486203080144553;0,16;0;2429
"2431";10;0;17;18;1,505371094;0;1572013;357551;87;191;152;0,0887634427050092;0,136363636363636;158;0,0889701194519225;0,136363636363636;0;2431
"2434";10;134;17;158;1,505371094;1159,860352;1572013;8782694323;87;1091;2424;0,0507465950068009;0,222222222222222;2427;0,050270467996986;0,222222222222222;0;2434
"2435";10;43;17;103;1,505371094;1113,821533;1572013;4948191785;87;1715;1561;0,0808074691007837;0,130434782608696;1567;0,0792482735722814;0,130434782608696;0;2435
"2439";0;1;19;5;0,033203125;110,0444336;1124;324500732;153;257;203;0,310888250677246;0,409090909090909;203;0,270915475291218;0,363636363636364;0;2439
"2451";0;9;19;13;0,033203125;0,063476563;1124;177599;153;117;160;0,0301997834256899;0,227272727272727;164;0,0320990877778272;0,227272727272727;0;2451
"2452";0;0;19;4;0,033203125;0,010986328;1124;10597;153;196;198;0,137384233702571;0,380952380952381;199;0,136133872561097;0,333333333333333;0;2452
"2457";0;0;19;5;0,033203125;0,004882813;1124;0;153;78;206;0,183366800575052;0,285714285714286;211;0,221193748730215;0,285714285714286;0;2457
"2458";0;19;19;20;0,033203125;0,102783203;1124;3853621;153;236;164;0,0524593412138065;0,0952380952380952;171;0,0530505648841808;0,0952380952380952;0;2458
"2459";0;0;19;34;0,033203125;0,13671875;1124;26741;153;204;402;0,0454235217202309;0,136363636363636;404;0,0456190298889976;0,136363636363636;0;2459
"2460";0;5;19;48;0,033203125;0,04296875;1124;187;153;267;620;0,0608411680869121;0,166666666666667;623;0,0623020088604959;0,166666666666667;0;2460
"2466";0;4;19;33;0,033203125;3,3203125;1124;7064804;153;227;341;0,0717717815419856;0,130434782608696;346;0,0773253843953662;0,130434782608696;0;2466
"2467";0;2;19;10;0,033203125;0,009277344;1124;3608;153;48;167;0,0609568388304101;0,0476190476190477;171;0,0653601319628129;0,0476190476190477;0;2467
"2471";0;0;19;4;0,033203125;0,017578125;1124;0;153;35;199;0,175558098060059;0,380952380952381;203;0,177357722326803;0,318181818181818;0;2471
"2474";0;5;19;17;0,033203125;0,056640625;1124;387853;153;126;177;0,0332447672996162;0,173913043478261;182;0,0326475006438353;0,173913043478261;0;2474
"2478";0;17;19;17;0,033203125;173,2897949;1124;901232511;153;423;185;0,063682373231165;0,173913043478261;193;0,057585684368781;0,259259259259259;0;2478
"2482";0;25;19;86;0,033203125;0,37109375;1124;4698;153;497;1437;0,047801803506013;0,166666666666667;1437;0,0474483815258053;0,166666666666667;0;2482
"2485";0;0;19;3;0,033203125;70,88671875;1124;128962977;153;234;209;0,11636174668532;0,3;211;0,0982985196658027;0,238095238095238;0;2485
"2487";0;203;19;451;0,033203125;3229,061768;1124;12469817823;153;4621;8171;0,0406466170231283;0,259259259259259;8169;0,0388488379154053;0,259259259259259;0;2487
"2489";0;0;19;32;0,033203125;0,296875;1124;0;153;662;378;0,0414876935652944;0,166666666666667;381;0,0389618427621502;0,166666666666667;0;2489
"2490";0;0;19;1;0,033203125;0,006835938;1124;23656;153;16;224;0,244416384719539;0,55;223;0,237185671411912;0,476190476190476;0;2490
"2492";0;1;19;55;0,033203125;222,0068359;1124;1232589939;153;1506;774;0,0954919711008633;0,166666666666667;777;0,0902606566486214;0,166666666666667;0;2492
"2496";0;0;19;6;0,033203125;6,135742188;1124;38458211;153;52;196;0,0980329209556976;0,181818181818182;196;0,0730319661412259;0,181818181818182;0;2496
"2502";0;0;19;9;0,033203125;0,006225586;1124;27941;153;41;174;0,0978379605556954;0,272727272727273;179;0,108462536408628;0,272727272727273;0;2502
"2503";0;1;19;16;0,033203125;0,014648438;1124;0;153;67;177;0,0690140439039213;0,208333333333333;182;0,0667724540400776;0,208333333333333;0;2503
"2511";0;0;19;2;0,033203125;0;1124;129840424;153;187;221;0,207808887174642;0,4;221;0,178881694331856;0,3;0;2511
"2514";0;0;19;81;0,033203125;2,236083984;1124;11850966;153;576;1231;0,0477398651809325;0,2;1239;0,0496227457960895;0,2;0;2514
"2522";4;37;33;37;3,3203125;0,096191406;7064804;267565;227;225;425;0,0785457877662074;0,125;430;0,0806410810891222;0,125;0;2522
"2532";4;182;33;1;3,3203125;1,797607422;7064804;7556996;227;1435;474;0,882830117551795;0,884615384615385;474;0,601186608032644;0,653846153846154;0;2532
"2535";4;9;33;13;3,3203125;0,063476563;7064804;177599;227;117;366;0,078953237543222;0,25;371;0,0785478667577776;0,25;0;2535
"2537";4;0;33;1;3,3203125;0,000976563;7064804;0;227;5;465;0,386522105957785;0,565217391304348;461;0,308679163275967;0,434782608695652;0;2537
"2541";4;0;33;5;3,3203125;0,004882813;7064804;0;227;78;442;0,200606349602631;0,304347826086957;445;0,238590134502059;0,304347826086957;0;2541
"2548";4;0;33;15;3,3203125;1,53515625;7064804;13208944;227;254;354;0,0889167280068902;0,16;358;0,0898128378789242;0,16;0;2548
"2555";4;0;33;4;3,3203125;0,017578125;7064804;0;227;35;432;0,214185616509974;0,458333333333333;431;0,208631942219616;0,333333333333333;0;2555
"2557";4;21;33;22;3,3203125;0,544921875;7064804;1976882;227;182;343;0,114793918104649;0,16;346;0,11144453855264;0,16;0;2557
"2561";4;25;33;45;3,3203125;791,5610352;7064804;2803997559;227;1044;503;0,089982487296449;0,153846153846154;506;0,0898200726335295;0,153846153846154;0;2561
"2563";4;1;33;18;3,3203125;0,004394531;7064804;379731;227;199;347;0,100854781955944;0,130434782608696;353;0,102687777709927;0,130434782608696;0;2563
"2568";4;0;33;1;3,3203125;7,303710938;7064804;0;227;81;468;0,443121946816247;0,666666666666667;467;0,345516644114557;0,5;0;2568
"2572";4;0;33;22;3,3203125;77,4609375;7064804;259709350;227;618;363;0,210234429639721;0,2;368;0,212560953210446;0,2;0;2572
"2588";4;0;33;26;3,3203125;0,06628418;7064804;25074;227;222;333;0,109239752501559;0,208333333333333;335;0,108484597715581;0,166666666666667;0;2588
"2591";4;0;33;9;3,3203125;0,007202148;7064804;29129;227;46;388;0,155405762701004;0,260869565217391;391;0,158850959775177;0,260869565217391;0;2591
"2594";4;0;33;1;3,3203125;0;7064804;175915991;227;65;471;0,489966394048988;0,791666666666667;468;0,344059665962045;0,583333333333333;0;2594
"2596";4;2;33;7;3,3203125;0,011474609;7064804;62646;227;108;405;0,12514351246971;0,217391304347826;408;0,131937645765301;0,217391304347826;0;2596
"2599";4;0;33;18;3,3203125;0;7064804;357551;227;191;347;0,100854781955944;0,130434782608696;353;0,102687777709927;0,130434782608696;0;2599
"2600";4;0;33;86;3,3203125;2,692871094;7064804;24613804;227;651;1147;0,0642312636899289;0,192307692307692;1149;0,0634743483616483;0,192307692307692;0;2600
"2603";4;43;33;103;3,3203125;1113,821533;7064804;4948191785;227;1715;1406;0,0857977234193569;0,125;1411;0,084466498353296;0,125;0;2603
"2610";2;0;10;3;0,009277344;0,005859375;3608;0;48;234;111;0,127991335693385;0,333333333333333;113;0,125832744765068;0,272727272727273;0;2610
"2611";2;21;10;23;0,009277344;25,47961426;3608;191401724;48;266;210;0,0887923702435237;0,208333333333333;220;0,0840085498995942;0,208333333333333;0;2611
"2612";2;3;10;4;0,009277344;0,091308594;3608;1508484;48;12;107;0,209063590288024;0,363636363636364;112;0,184497883664886;0,272727272727273;0;2612
"2615";2;131;10;137;0,009277344;36,85131836;3608;158644947;48;957;2456;0,084863285072076;0,16;2467;0,0922935701664386;0,16;0;2615
"2623";2;0;10;20;0,009277344;0,01953125;3608;400;48;107;182;0,0522800642806875;0,0454545454545454;189;0,0623873504227089;0,0454545454545454;0;2623
"2624";2;4;10;15;0,009277344;6,963623047;3608;26432122;48;151;190;0,0735495357582803;0,0454545454545454;192;0,0799133499746425;0,0454545454545454;0;2624
"2626";2;19;10;20;0,009277344;0,102783203;3608;3853621;48;236;166;0,0788634179504573;0,136363636363636;172;0,091961368832749;0,136363636363636;0;2626
